0.025	0.025	0
0.05	0.025	0
0.075	0.025	0.00109
0.1	0.025	0.01791
0.125	0.025	0.04817
0.15	0.025	0.08292
0.175	0.025	0.1102
0.2	0.025	0.13838
0.225	0.025	0.17299
0.25	0.025	0.19434
0.275	0.025	0.21737
0.3	0.025	0.2434
0.325	0.025	0.25132
0.35	0.025	0.26139
0.375	0.025	0.28195
0.4	0.025	0.28778
0.425	0.025	0.29878
0.45	0.025	0.31329
0.475	0.025	0.31554
0.5	0.025	0.33017
0.525	0.025	0.33805
0.55	0.025	0.35419
0.575	0.025	0.35674
0.6	0.025	0.36087
0.625	0.025	0.36802
0.65	0.025	0.37129
0.675	0.025	0.37795
0.7	0.025	0.38128
0.725	0.025	0.38794
0.75	0.025	0.39782
0.775	0.025	0.39878
0.8	0.025	0.4007
0.825	0.025	0.41001
0.85	0.025	0.40838
0.875	0.025	0.41521
0.9	0.025	0.42081
0.925	0.025	0.42332
0.95	0.025	0.42247
0.975	0.025	0.42929
1	0.025	0.43736
0.025	0.05	0
0.05	0.05	0
0.075	0.05	0.002
0.1	0.05	0.01698
0.125	0.05	0.04803
0.15	0.05	0.08121
0.175	0.05	0.10661
0.2	0.05	0.14293
0.225	0.05	0.16669
0.25	0.05	0.19712
0.275	0.05	0.21717
0.3	0.05	0.23478
0.325	0.05	0.25092
0.35	0.05	0.27106
0.375	0.05	0.28246
0.4	0.05	0.29255
0.425	0.05	0.30863
0.45	0.05	0.31601
0.475	0.05	0.31678
0.5	0.05	0.32689
0.525	0.05	0.33862
0.55	0.05	0.34534
0.575	0.05	0.35433
0.6	0.05	0.36188
0.625	0.05	0.3606
0.65	0.05	0.37579
0.675	0.05	0.37278
0.7	0.05	0.38384
0.725	0.05	0.39137
0.75	0.05	0.38983
0.775	0.05	0.39513
0.8	0.05	0.39963
0.825	0.05	0.40458
0.85	0.05	0.4148
0.875	0.05	0.41034
0.9	0.05	0.41811
0.925	0.05	0.42166
0.95	0.05	0.4267
0.975	0.05	0.42689
1	0.05	0.435
0.025	0.075	0
0.05	0.075	0
0.075	0.075	7.35E-4
0.1	0.075	0.01885
0.125	0.075	0.04954
0.15	0.075	0.07906
0.175	0.075	0.1064
0.2	0.075	0.14315
0.225	0.075	0.16392
0.25	0.075	0.18999
0.275	0.075	0.2182
0.3	0.075	0.23493
0.325	0.075	0.24898
0.35	0.075	0.26187
0.375	0.075	0.28044
0.4	0.075	0.28986
0.425	0.075	0.29824
0.45	0.075	0.30697
0.475	0.075	0.31457
0.5	0.075	0.33122
0.525	0.075	0.33215
0.55	0.075	0.34451
0.575	0.075	0.35395
0.6	0.075	0.35547
0.625	0.075	0.36659
0.65	0.075	0.36507
0.675	0.075	0.37758
0.7	0.075	0.37825
0.725	0.075	0.38643
0.75	0.075	0.39423
0.775	0.075	0.39115
0.8	0.075	0.40453
0.825	0.075	0.40347
0.85	0.075	0.41242
0.875	0.075	0.41092
0.9	0.075	0.41522
0.925	0.075	0.41903
0.95	0.075	0.42485
0.975	0.075	0.42563
1	0.075	0.43413
0.025	0.1	0
0.05	0.1	0
0.075	0.1	0.0011
0.1	0.1	0.01686
0.125	0.1	0.04861
0.15	0.1	0.08491
0.175	0.1	0.11343
0.2	0.1	0.14248
0.225	0.1	0.16082
0.25	0.1	0.19296
0.275	0.1	0.21821
0.3	0.1	0.23222
0.325	0.1	0.25246
0.35	0.1	0.26615
0.375	0.1	0.27889
0.4	0.1	0.28496
0.425	0.1	0.30204
0.45	0.1	0.31382
0.475	0.1	0.30948
0.5	0.1	0.32973
0.525	0.1	0.33354
0.55	0.1	0.34189
0.575	0.1	0.35366
