0.025	0.025	0.02687
0.05	0.025	0.18204
0.075	0.025	0.32531
0.1	0.025	0.4238
0.125	0.025	0.4934
0.15	0.025	0.54186
0.175	0.025	0.58128
0.2	0.025	0.61126
0.225	0.025	0.63406
0.25	0.025	0.65425
0.275	0.025	0.66803
0.3	0.025	0.6834
0.325	0.025	0.69464
0.35	0.025	0.7025
0.375	0.025	0.7108
0.4	0.025	0.71454
0.425	0.025	0.72169
0.45	0.025	0.73096
0.475	0.025	0.73234
0.5	0.025	0.73519
0.525	0.025	0.73938
0.55	0.025	0.74279
0.575	0.025	0.74437
0.6	0.025	0.74656
0.625	0.025	0.74896
0.65	0.025	0.75033
0.675	0.025	0.75084
0.7	0.025	0.75328
0.725	0.025	0.75324
0.75	0.025	0.75611
0.775	0.025	0.75889
0.8	0.025	0.75921
0.825	0.025	0.75789
0.85	0.025	0.75974
0.875	0.025	0.76097
0.9	0.025	0.76371
0.925	0.025	0.75922
0.95	0.025	0.76138
0.975	0.025	0.76113
1	0.025	0.76186
0.025	0.05	0.0238
0.05	0.05	0.18328
0.075	0.05	0.31916
0.1	0.05	0.41554
0.125	0.05	0.48692
0.15	0.05	0.5368
0.175	0.05	0.57558
0.2	0.05	0.60734
0.225	0.05	0.63253
0.25	0.05	0.64893
0.275	0.05	0.66681
0.3	0.05	0.67958
0.325	0.05	0.68869
0.35	0.05	0.69996
0.375	0.05	0.70744
0.4	0.05	0.71946
0.425	0.05	0.71974
0.45	0.05	0.72714
0.475	0.05	0.73033
0.5	0.05	0.73605
0.525	0.05	0.73891
0.55	0.05	0.73981
0.575	0.05	0.74209
0.6	0.05	0.7453
0.625	0.05	0.7485
0.65	0.05	0.75111
0.675	0.05	0.75132
0.7	0.05	0.75321
0.725	0.05	0.75215
0.75	0.05	0.75684
0.775	0.05	0.75792
0.8	0.05	0.75811
0.825	0.05	0.75727
0.85	0.05	0.76036
0.875	0.05	0.7608
0.9	0.05	0.75823
0.925	0.05	0.76044
0.95	0.05	0.76101
0.975	0.05	0.75956
1	0.05	0.76302
0.025	0.075	0.02042
0.05	0.075	0.17592
0.075	0.075	0.31352
0.1	0.075	0.40812
0.125	0.075	0.47717
0.15	0.075	0.52974
0.175	0.075	0.56976
0.2	0.075	0.60266
0.225	0.075	0.62431
0.25	0.075	0.64708
0.275	0.075	0.6599
0.3	0.075	0.67666
0.325	0.075	0.68639
0.35	0.075	0.69724
0.375	0.075	0.70593
0.4	0.075	0.71163
0.425	0.075	0.71818
0.45	0.075	0.72424
0.475	0.075	0.72588
0.5	0.075	0.73367
0.525	0.075	0.73456
0.55	0.075	0.73971
0.575	0.075	0.74223
0.6	0.075	0.74438
0.625	0.075	0.7488
0.65	0.075	0.74822
0.675	0.075	0.75008
0.7	0.075	0.75095
0.725	0.075	0.7545
0.75	0.075	0.75627
0.775	0.075	0.75654
0.8	0.075	0.75791
0.825	0.075	0.75671
0.85	0.075	0.75855
0.875	0.075	0.759
0.9	0.075	0.75905
0.925	0.075	0.76042
0.95	0.075	0.76013
0.975	0.075	0.76039
1	0.075	0.76251
0.025	0.1	0.01876
0.05	0.1	0.16811
0.075	0.1	0.3019
0.1	0.1	0.40069
0.125	0.1	0.47021
0.15	0.1	0.52362
0.175	0.1	0.56463
0.2	0.1	0.59763
0.225	0.1	0.6214
0.25	0.1	0.64125
0.275	0.1	0.6598
0.3	0.1	0.67551
0.325	0.1	0.68417
0.35	0.1	0.69352
0.375	0.1	0.70378
0.4	0.1	0.7103
0.425	0.1	0.716
0.45	0.1	0.72281
0.475	0.1	0.72781
0.5	0.1	0.73063
0.525	0.1	0.7366
0.55	0.1	0.73565
0.575	0.1	0.74224
0.6	0.1	0.74358
0.625	0.1	0.7468
0.65	0.1	0.74715
0.675	0.1	0.75088
0.7	0.1	0.75196
0.725	0.1	0.75335
0.75	0.1	0.75562
0.775	0.1	0.75641
0.8	0.1	0.75668
0.825	0.1	0.7582
0.85	0.1	0.75826
0.875	0.1	0.75729
0.9	0.1	0.75793
0.925	0.1	0.75962
0.95	0.1	0.7594
0.975	0.1	0.7618
1	0.1	0.76036
0.025	0.125	0.01597
0.05	0.125	0.16608
0.075	0.125	0.29997
0.1	0.125	0.39402
0.125	0.125	0.46386
0.15	0.125	0.5189
0.175	0.125	0.55692
0.2	0.125	0.5925
0.225	0.125	0.61904
0.25	0.125	0.63482
0.275	0.125	0.65396
0.3	0.125	0.66882
0.325	0.125	0.68001
0.35	0.125	0.69094
0.375	0.125	0.7017
0.4	0.125	0.70668
0.425	0.125	0.71442
0.45	0.125	0.71942
0.475	0.125	0.72383
0.5	0.125	0.72861
0.525	0.125	0.73436
0.55	0.125	0.73765
0.575	0.125	0.74037
0.6	0.125	0.74369
0.625	0.125	0.74591
0.65	0.125	0.7472
0.675	0.125	0.74881
0.7	0.125	0.7506
0.725	0.125	0.75084
0.75	0.125	0.75185
0.775	0.125	0.75643
0.8	0.125	0.75508
0.825	0.125	0.75763
0.85	0.125	0.75572
0.875	0.125	0.75758
0.9	0.125	0.75852
0.925	0.125	0.75986
0.95	0.125	0.76172
0.975	0.125	0.76127
1	0.125	0.76099
0.025	0.15	0.01376
0.05	0.15	0.15647
0.075	0.15	0.28904
0.1	0.15	0.3887
0.125	0.15	0.45892
0.15	0.15	0.51155
0.175	0.15	0.55181
0.2	0.15	0.58549
0.225	0.15	0.61359
0.25	0.15	0.63044
0.275	0.15	0.64782
0.3	0.15	0.66255
0.325	0.15	0.67639
0.35	0.15	0.68699
0.375	0.15	0.69661
0.4	0.15	0.70365
0.425	0.15	0.71055
0.45	0.15	0.72044
0.475	0.15	0.72139
0.5	0.15	0.72808
0.525	0.15	0.7317
0.55	0.15	0.73431
0.575	0.15	0.73618
0.6	0.15	0.73823
0.625	0.15	0.74474
0.65	0.15	0.74796
0.675	0.15	0.74677
0.7	0.15	0.74865
0.725	0.15	0.75164
0.75	0.15	0.75261
0.775	0.15	0.75502
0.8	0.15	0.75486
0.825	0.15	0.75434
0.85	0.15	0.75656
0.875	0.15	0.75745
0.9	0.15	0.75736
0.925	0.15	0.75968
0.95	0.15	0.75911
0.975	0.15	0.76004
1	0.15	0.76089
0.025	0.175	0.01356
0.05	0.175	0.14987
0.075	0.175	0.2811
0.1	0.175	0.38304
0.125	0.175	0.44643
0.15	0.175	0.50259
0.175	0.175	0.54561
0.2	0.175	0.57781
0.225	0.175	0.60545
0.25	0.175	0.627
0.275	0.175	0.64739
0.3	0.175	0.66031
0.325	0.175	0.67383
0.35	0.175	0.68305
0.375	0.175	0.69316
0.4	0.175	0.70185
0.425	0.175	0.70814
0.45	0.175	0.71498
0.475	0.175	0.71836
0.5	0.175	0.72312
0.525	0.175	0.72984
0.55	0.175	0.73095
0.575	0.175	0.73623
0.6	0.175	0.73782
0.625	0.175	0.74051
0.65	0.175	0.74386
0.675	0.175	0.7464
0.7	0.175	0.74931
0.725	0.175	0.75049
0.75	0.175	0.7508
0.775	0.175	0.75167
0.8	0.175	0.75413
0.825	0.175	0.7541
0.85	0.175	0.75431
0.875	0.175	0.75477
0.9	0.175	0.75819
0.925	0.175	0.7576
0.95	0.175	0.7608
0.975	0.175	0.75829
1	0.175	0.75967
0.025	0.2	0.01141
0.05	0.2	0.14895
0.075	0.2	0.2722
0.1	0.2	0.36998
0.125	0.2	0.4407
0.15	0.2	0.49665
0.175	0.2	0.53897
0.2	0.2	0.57281
0.225	0.2	0.59999
0.25	0.2	0.62082
0.275	0.2	0.64119
0.3	0.2	0.65692
0.325	0.2	0.66958
0.35	0.2	0.68043
0.375	0.2	0.69019
0.4	0.2	0.69775
0.425	0.2	0.70709
0.45	0.2	0.7137
0.475	0.2	0.71866
0.5	0.2	0.72161
0.525	0.2	0.72643
0.55	0.2	0.7309
0.575	0.2	0.73407
0.6	0.2	0.73551
0.625	0.2	0.73967
